Image_Name,Center_X,Center_Y,Width,Height,Text,Score
tr_img_06001,886.9,266.4,364.5,124.0,"北給田",0.9963
tr_img_06001,725.0,343.0,115.0,48.0,"つぎは",0.9468
tr_img_06001,867.1,346.8,140.0,62.5,"中給",0.9993
tr_img_06001,962.5,353.2,52.0,43.5,"田",0.9987
tr_img_06001,979.2,530.2,54.5,71.5,"荻",0.9939
tr_img_06001,1088.8,533.0,49.5,51.0,"行",0.9999
tr_img_06001,1091.5,607.0,44.0,56.0,"先",0.9980
tr_img_06001,980.8,640.2,57.5,71.5,"窪",0.9989
tr_img_06001,988.5,762.5,73.0,51.0,"駅",0.9998
tr_img_06001,912.8,761.2,41.5,33.5,"え",0.6427
tr_img_06005,1529.2,365.6,2670.5,244.0,"札幌市中央区中島公園1-15",0.9568
tr_img_06004,988.8,382.8,139.5,61.5,"清水区",0.8954
tr_img_06004,995.8,1345.2,172.5,68.5,"中0",0.5155
tr_img_06003,1502.5,860.1,1545.0,175.5,"南13条西16目",0.9695
tr_img_06010,673.0,299.8,497.0,166.5,"日本橋",0.9971
tr_img_06010,673.0,480.0,491.0,150.0,"人形町",0.9986
tr_img_06010,672.8,678.5,513.5,158.0,"一丁目",0.9599
tr_img_06011,1483.5,926.2,2961.0,647.5,"暖房能力NO",0.7981
tr_img_06011,384.4,1328.9,713.0,82.0,"国内家庭用エアコン6 3kW",0.8647
tr_img_06011,1023.8,1343.5,599.5,72.0,"・7.1ＫWクラスにおいて",0.8575
tr_img_06011,1844.4,1359.5,993.0,85.0,"米JIS低温時定格暖房能力MSZ-ZD631",0.9423
tr_img_06011,863.0,1406.2,227.0,54.5,"2015年",1.0000
tr_img_06011,1172.0,1412.6,385.0,62.0,"11月25日現在",0.9998
tr_img_06011,2827.0,1691.2,104.0,32.5,"ニクイ0",0.8236
tr_img_06011,745.0,1731.5,597.0,101.0,"寒冷地仕様",0.9937
tr_img_06011,1863.2,1994.1,489.5,143.0,"太人関霧ヶ峰",0.7225
tr_img_06011,2818.8,2145.5,410.5,86.0,"テレビCM炭央中!",0.7770
tr_img_06009,1080.9,432.9,305.5,136.5,"日本橋",0.9992
tr_img_06009,1074.0,562.0,308.0,133.0,"人形町",0.9980
tr_img_06009,1122.5,700.8,203.0,119.5,"丁目",0.9964
tr_img_06002,1737.6,1476.2,1110.0,925.5,"や",0.8919
tr_img_06002,1505.5,2247.0,1425.0,314.0,"カツ井とんかつ",0.9512
tr_img_06002,1477.8,3080.8,1267.5,403.5,"営業中",0.9871
tr_img_06012,1378.1,515.5,1953.5,281.0,"北10条東11丁目",0.9877
tr_img_06013,1080.4,305.2,276.0,65.5,"ザシティベルシティ",0.9233
tr_img_06013,1071.0,344.1,128.0,50.5,"元住吉店",0.9981
tr_img_06013,1075.8,503.1,330.5,145.5,"駐輪場",0.9997
tr_img_06013,932.2,705.8,92.5,42.5,"ご利用",0.9997
tr_img_06013,931.5,743.5,61.0,37.0,"可能",0.9807
tr_img_06013,931.5,780.5,61.0,37.0,"時間",0.9994
tr_img_06014,2988.0,834.8,1043.0,705.5,"メガ永",0.8228
tr_img_06014,712.0,1127.6,839.0,264.5,"さ一ぼろ地下街",0.9359
tr_img_06014,1873.2,1625.8,179.5,75.5,"水野メイネ",0.8582
tr_img_06014,1881.8,1716.0,214.5,111.0,"補聴器",0.9995
tr_img_06014,2221.8,2180.0,100.5,30.0,"定名技後者がい",0.5696
tr_img_06014,2226.0,2218.5,126.0,30.0,"定補覧器専門店",0.8528
tr_img_06014,2219.8,2259.2,88.5,34.5,"(福社法指定店",0.9400
tr_img_06007,3139.5,214.8,466.0,137.5,"おし",0.9834
tr_img_06007,2047.5,1484.8,3865.0,1322.5,"アイス",0.9989
tr_img_06007,2893.8,2710.5,310.5,60.0,"扉を少し開け、",0.7378
tr_img_06018,1126.0,267.8,307.0,125.5,"豊平区",0.9998
tr_img_06018,1193.6,1138.8,308.0,1516.5,"中の目1条3丁目1",0.8605
tr_img_06016,736.8,1065.6,499.5,158.5,"日本橋",0.8317
tr_img_06016,739.5,1226.5,492.0,134.0,"人光彦町",0.6508
tr_img_06016,846.5,1415.2,272.0,133.5,"信",0.5370
tr_img_06015,1683.5,843.6,2225.0,301.0,"吉川内科・循環器料クリ二ック",0.9321
tr_img_06019,697.5,200.0,209.0,205.0,"歳",0.9981
tr_img_06019,695.8,334.0,199.5,82.0,"からの",0.9978
tr_img_06019,1158.1,734.0,1054.5,549.0,"黒王",0.6881
tr_img_06019,1936.1,1176.5,141.0,211.0,"では",0.5647
tr_img_06019,1235.5,1508.9,874.0,158.5,"まぐろとかつおい",0.8223
tr_img_06019,286.6,2012.9,156.0,119.0,"タウツン",0.7799
tr_img_06019,294.8,2117.2,161.5,110.5,"ピタミンド",0.8565
tr_img_06019,331.9,2335.8,167.5,135.5,"禁合",0.5998
tr_img_06019,336.4,2439.5,233.5,159.0,"栄養食",0.9948
tr_img_06019,1939.4,2376.6,179.5,85.0,"盛り付け",0.9029
tr_img_06019,377.0,2676.0,336.0,167.0,"15歳から0",0.9342
tr_img_06019,454.2,2963.2,479.5,128.5,"皮店板毛の複康にで燥して",0.7660
tr_img_06021,1233.2,173.8,174.5,68.5,"清水区",0.9991
tr_img_06021,1229.8,643.8,121.5,820.5,"中之郷一一丁目",0.6462
tr_img_06020,1672.0,459.2,880.0,141.5,"水天宮前駅",0.9978
tr_img_06020,778.4,462.0,664.0,142.0,"半蔵門線",0.9995
tr_img_06020,1486.0,1098.9,503.0,106.5,"宮天元",0.6412
tr_img_06020,1831.5,1103.0,155.0,75.0,"白山",0.8220
tr_img_06022,1473.5,964.2,1056.0,143.5,"空気単口消火検",0.8448
tr_img_06023,1501.2,826.9,780.5,161.5,"静岡市役所",0.9996
tr_img_06023,1818.6,1077.2,425.0,109.5,"人天王斗人乱",0.5461
tr_img_06023,1321.0,1072.5,393.0,79.0,"静図市役所",0.8919
tr_img_06023,1437.0,1269.5,625.0,145.0,"葵区役所",1.0000
tr_img_06023,99.6,1379.9,106.5,116.0,"館",1.0000
tr_img_06023,1279.0,1512.0,322.0,88.0,"葵区役所",1.0000
tr_img_06023,1689.5,1510.5,364.0,79.0,"OI30I子",0.5629
tr_img_06023,1357.8,1716.8,486.5,157.5,"紺屋町",0.9994
tr_img_06023,67.8,1783.0,90.5,82.0,"階",1.0000
tr_img_06023,1237.0,1954.5,264.0,104.0,"紺屋町",0.8539
tr_img_06023,1367.5,2214.2,480.0,157.5,"呉服町",0.9868
tr_img_06023,1249.9,2458.5,272.5,112.0,"臭服町",0.8830
tr_img_06023,1359.5,2688.5,492.0,169.0,"七間町",0.9996
tr_img_06023,1259.6,2939.0,266.0,109.0,"七向町",0.9519
tr_img_06024,1565.0,1093.1,1307.0,520.0,"万世町",0.9999
tr_img_06026,1019.0,350.6,754.0,238.5,"休診中",0.9999
tr_img_06026,885.2,694.8,334.5,75.5,"初診・急患",0.9933
tr_img_06026,1191.2,692.0,240.5,59.0,"随時受付",1.0000
tr_img_06026,1077.6,940.8,576.5,73.5,"オズ通リ歯科戻院",0.7628
tr_img_06027,1458.2,119.4,187.5,68.0,"中原区",1.0000
tr_img_06029,877.9,1464.8,729.0,281.5,"出庫注意",0.9968
tr_img_06030,914.9,707.5,236.5,81.0,"五反田",0.9952
tr_img_06030,925.0,864.9,249.0,84.5,"丸子橋",0.9998
tr_img_06030,492.1,1141.5,87.0,35.0,"クランイークル",0.7347
tr_img_06030,494.8,1169.0,64.5,26.0,"元住吉",0.8875
tr_img_06031,1477.5,1176.0,1779.0,228.0,"中の島1条3丁目",0.9107
tr_img_06033,915.0,1280.5,438.0,186.0,"三保",0.9874
tr_img_06033,1562.5,1288.2,569.0,178.5,"清水港",0.9995
tr_img_06033,1865.0,1831.8,443.0,194.5,"船越",0.9997
tr_img_06032,926.9,242.2,1292.5,403.5,"やきとり家",0.9889
tr_img_06032,841.8,581.1,1389.5,557.0,"すみれ",0.9986
tr_img_06032,1609.5,662.4,133.0,170.0,"笑",0.9997
tr_img_06035,1005.5,1027.8,1169.0,166.5,"新品土服売しいま",0.6991
tr_img_06025,1600.0,666.2,1189.0,984.5,"薬",0.9158
tr_img_06025,1604.4,2419.2,152.0,883.5,"おげいたしまま",0.7290
tr_img_06025,1752.5,2734.2,146.0,705.5,"処方士んでを",0.6296
tr_img_06037,1105.0,880.4,1094.0,512.5,"滑りにくりぐ",0.7945
tr_img_06037,757.0,1803.2,476.0,284.5,"入荷",0.9743
tr_img_06037,927.9,2012.9,575.5,222.5,"してます",0.9785
tr_img_06039,1271.0,1164.5,553.0,82.0,"南14条西9丁目",0.9974
tr_img_06028,1803.9,1643.0,1736.0,444.0,"ザ・カフミ",0.6593
tr_img_06036,1220.2,197.4,1029.5,150.5,"静鉄新清永駅",0.9241
tr_img_06036,1238.0,653.2,1117.0,141.5,"静岡市役所清水庁舎",0.9983
tr_img_06036,1212.0,1112.8,1113.0,172.5,"清水マリンパーク",0.9973
tr_img_06041,1070.2,789.0,320.5,99.0,"最大料金あり",0.9996
tr_img_06041,1048.0,933.4,267.0,125.5,"空重",0.8134
tr_img_06040,866.5,293.0,703.0,152.0,"清水郵便局",0.9285
tr_img_06040,1858.9,302.5,480.5,136.0,"清水駅西口",0.9996
tr_img_06040,1934.6,428.4,638.5,142.5,"自転車等駐車場",0.9747
tr_img_06040,995.5,522.8,232.0,94.5,"人口天",0.9758
tr_img_06040,663.8,529.2,296.5,88.5,"清水局",0.9997
tr_img_06040,1849.1,645.8,503.5,63.5,"清水站西口自行奉等存牢外",0.8543
tr_img_06040,1730.0,705.6,278.0,64.0,"人口人",0.5339
tr_img_06040,1912.0,711.8,132.0,56.5,"善會子",0.6681
tr_img_06040,2052.0,711.8,161.0,56.5,"刃入号",0.5504
tr_img_06040,808.5,877.2,935.0,136.5,"清水簡易裁判所",0.9989
tr_img_06040,587.9,1080.5,481.0,89.0,"清水簡易裁判所",0.9387
tr_img_06040,982.5,1083.5,219.0,82.0,"人口天",0.9410
tr_img_06040,1379.0,1080.5,219.0,82.0,"利証企",0.6839
tr_img_06040,686.2,1223.8,639.5,143.5,"清水税務署",0.9998
tr_img_06040,536.4,1412.8,334.0,87.5,"清水税局",0.9997
tr_img_06040,865.0,1422.2,216.0,78.5,"人口天",0.9524
tr_img_06040,1097.0,1422.2,203.0,78.5,"川早企",0.7032
tr_img_06040,1002.0,1554.6,845.0,123.5,"は一とぴあ清水",0.9945
tr_img_06040,2007.0,1688.5,166.0,86.0,"人口",0.9473
tr_img_06040,913.2,1738.9,668.5,96.0,"静市清水社会福祉会館",0.9335
tr_img_06040,1453.0,1734.1,402.0,93.5,"[Heartpia清水]",0.9381
tr_img_06040,921.5,1871.1,620.0,121.0,"観光案内所",0.9998
tr_img_06040,1715.5,1847.5,562.0,146.0,"バス案内所",0.9987
tr_img_06040,1838.0,2003.5,135.0,78.0,"出人",0.9633
tr_img_06040,783.0,2036.5,357.0,94.0,"光介昭所",0.8790
tr_img_06040,1591.5,2025.2,338.0,97.5,"巴士向珣姚",0.7774
tr_img_06043,1076.8,521.8,66.5,94.5,"芝",0.9999
tr_img_06043,1082.2,627.2,194.5,83.5,"五丁目",0.9996
tr_img_06038,1003.2,931.0,173.5,58.0,"コ雪マ",0.5613
tr_img_06038,1308.9,940.8,319.0,65.5,"リブマップ",0.6516
tr_img_06038,1537.2,1219.2,2679.5,217.5,"単品オーディオをはしめよう",0.7552
tr_img_06038,1551.2,1449.8,1799.5,110.5,"自分好みに組み合わせて音の追求を愉しもう。",0.9935
tr_img_06042,1707.2,755.2,2486.5,459.5,"ドリクよ通レ",0.7070
tr_img_06045,578.5,1100.5,458.0,147.0,"日本橋",0.9889
tr_img_06045,574.2,1259.9,467.5,145.5,"人形町",0.9883
tr_img_06045,563.4,1443.0,480.5,164.0,"一丁目",0.9207
