Image_Name,Center_X,Center_Y,Width,Height,Text,Score
tr_img_06001,895.8,268.0,355.3,121.3,"北給田",0.9449
tr_img_06001,862.0,348.0,150.7,60.0,"中給",0.9765
tr_img_06001,961.7,354.5,62.0,54.7,"田",0.9128
tr_img_06001,1090.3,611.0,36.7,43.3,"禿",0.6311
tr_img_06001,983.3,757.3,57.3,66.7,"駅",0.9990
tr_img_06004,1013.3,853.0,122.7,118.0,"丁",0.7473
tr_img_06003,1504.2,858.7,1548.0,178.7,"南13条西16コ目",0.8764
tr_img_06010,666.0,292.7,508.0,182.7,"日本橋",0.9380
tr_img_06010,673.0,477.3,518.0,181.3,"人井町",0.8595
tr_img_06010,671.5,677.0,522.7,156.7,"一河目",0.6925
tr_img_06012,1390.7,518.7,1977.3,260.0,"北10条東1丁目",0.8633
tr_img_06013,1136.0,298.8,168.0,52.0,"ペルシティ",0.8817
tr_img_06013,1001.8,313.5,122.0,48.0,"サシテイ",0.9335
tr_img_06013,1071.3,345.7,132.0,54.0,"元住吉店",0.8815
tr_img_06013,1080.3,500.3,336.7,150.0,"駐輪場",0.9977
tr_img_06013,932.7,707.7,81.3,27.3,"ご測用",0.6675
tr_img_06002,1497.0,2255.3,1454.0,358.7,"カツ井とんかつ",0.9232
tr_img_06002,1469.0,3097.5,1299.3,368.0,"三業臣",0.5185
tr_img_06014,1885.7,1717.5,199.3,102.0,"補聴器",1.0000
tr_img_06014,2236.7,2257.0,54.7,30.0,"法消定店",0.5948
tr_img_06011,689.8,1334.0,1317.3,97.3,"国内家庭用エアコン6 3KＷ・7 1ＫＷクラスにおいて",0.9056
tr_img_06011,1587.7,1356.3,498.0,64.7,"米山S低温時定格暖",0.9247
tr_img_06011,1998.7,1362.7,274.7,65.3,"能力MSZ",0.8132
tr_img_06011,1055.2,1409.5,637.3,81.3,"2015年11月25日現在",0.9997
tr_img_06011,748.3,1730.0,596.7,104.0,"寒冷地仕様",0.9783
tr_img_06011,1861.7,2000.7,474.0,137.3,"太バ岡居ヶ峰",0.7125
tr_img_06011,2781.5,2148.7,330.7,80.0,"テレビC央",0.6415
tr_img_06020,779.7,463.3,671.3,144.0,"半蔵門線",0.9994
tr_img_06020,1672.0,459.3,880.0,141.3,"水天宮背町駅",0.8519
tr_img_06015,1689.2,834.3,2250.0,296.7,"吉川内木・宿環宋製クリミック",0.7393
tr_img_06023,1499.7,828.5,771.3,159.3,"静岡市役所",0.9405
tr_img_06023,1817.0,1074.0,447.3,109.3,"人天堂フ人梨",0.6241
tr_img_06023,1322.7,1074.0,402.7,88.0,"静凶市役所",0.8083
tr_img_06023,1432.0,1271.0,634.7,154.0,"葵区役所",0.9987
tr_img_06023,1279.0,1513.3,322.0,78.7,"葵区役所",0.8964
tr_img_06023,1688.0,1512.0,386.7,88.0,"OI堂0子裂",0.6161
tr_img_06023,1354.7,1716.7,493.3,157.3,"紺屋町",0.9930
tr_img_06023,194.8,1864.8,75.3,234.7,"川初川",0.6183
tr_img_06023,1242.0,1954.7,282.7,118.7,"紺屋町",0.8715
tr_img_06023,1372.5,2217.7,486.0,172.7,"呉服町",0.9432
tr_img_06023,1253.2,2460.0,280.7,117.3,"呉服町",0.7951
tr_img_06023,1359.7,2690.0,512.7,198.7,"七聞町",0.8653
tr_img_06023,1461.0,2939.0,719.3,115.3,"七面町　人札型義",0.6940
tr_img_06019,266.0,1905.7,61.3,75.3,"淡分",0.7235
tr_img_06019,286.7,2014.5,141.3,91.3,"タウリン",0.8497
tr_img_06019,293.2,2118.3,152.7,95.3,"ビタパ",0.5690
tr_img_06019,1941.3,2375.0,189.3,88.7,"彼り付物",0.5607
tr_img_06019,382.0,2677.3,333.3,156.0,"15歳から0",0.8806
tr_img_06019,348.7,2884.0,242.7,97.3,"ビクミン独化",0.6441
tr_img_06019,668.7,2953.0,322.7,88.7,"よいを襲を継持し",0.5928
tr_img_06025,1600.0,2417.0,125.3,870.0,"お目けいたします",0.5720
tr_img_06027,1396.0,116.3,72.0,55.3,"中",0.9232
tr_img_06027,1480.3,123.7,119.3,52.7,"原懐",0.6552
tr_img_06027,1463.7,619.0,124.7,899.3,"木三3丁目",0.5552
tr_img_06027,1413.7,1153.0,86.0,147.3,"人",0.9337
tr_img_06026,1022.3,694.7,608.7,68.0,"初診急患随時受付",0.9928
tr_img_06026,1063.7,873.0,126.0,26.0,"ＣＬルＮＣ",0.7044
tr_img_06026,1080.5,940.7,589.3,73.3,"本科通リ歯租医院",0.7631
tr_img_06029,874.7,1466.3,729.3,284.7,"出庫注意",0.8314
tr_img_06030,915.7,707.7,238.0,80.7,"五反田",0.9498
tr_img_06030,925.0,864.8,248.7,84.0,"丸子橋",0.9995
tr_img_06030,1139.7,872.3,51.3,79.3,"ひ",0.5595
tr_img_06031,1486.8,1175.8,1817.3,260.7,"1の島1条3丁目",0.7451
tr_img_06032,925.3,243.3,1306.7,417.3,"やさとの",0.5487
tr_img_06037,755.3,1820.7,482.7,197.3,"入部",0.5646
tr_img_06039,1283.5,1158.2,558.7,81.3,"南14条西9丁目",0.9941
tr_img_06036,1219.0,197.3,1046.0,145.3,"静失新清水駅",0.9719
tr_img_06036,1235.7,653.2,1107.3,131.3,"浄岡市役所清水庁書",0.8366
tr_img_06036,1207.3,1114.0,1102.7,150.7,"清水マリンバーク",0.9087
tr_img_06041,1071.2,789.0,326.0,95.3,"最大料金あり",0.9985
tr_img_06038,1003.0,931.0,204.7,58.0,"コマ",0.6702
tr_img_06038,1538.7,1221.0,2714.7,247.3,"単司元一テイ元容はしあよつ",0.7136
tr_img_06038,1548.2,1448.3,1786.7,100.7,"自分好みに組み合わせて音の追求を愉しもう",0.9301
tr_img_06040,752.3,307.0,936.7,210.0,"清水郵便局",0.9859
tr_img_06040,1926.5,428.5,641.3,148.0,"自車転車等駐車場",0.9744
tr_img_06040,1121.3,522.8,490.7,95.3,"人口秀 学却宮",0.5850
tr_img_06040,662.0,527.7,300.0,91.3,"清水邸局",0.8330
tr_img_06040,1847.5,644.2,506.7,60.7,"清水站西口自行奉等存奉姚",0.8447
tr_img_06040,1912.0,710.3,648.0,67.3,"人口乳人容善聖学刃勾列号刻容",0.5060
tr_img_06040,807.0,878.7,924.7,120.0,"清水簡易裁判所",0.9623
tr_img_06040,591.2,1082.0,493.3,85.3,"清水簡易裁判所",0.8956
tr_img_06040,985.7,1082.0,251.3,72.0,"人口天",0.7270
tr_img_06040,679.8,1225.3,640.0,140.0,"清水税務署",0.9940
tr_img_06040,539.7,1412.8,340.7,94.0,"清水税矛局",0.9680
tr_img_06040,866.7,1422.3,238.7,66.0,"人口天",0.7585
tr_img_06040,1093.7,1420.7,215.3,69.3,"知早金",0.7686
tr_img_06040,1116.2,1559.2,616.7,126.7,"とぴあ清水",0.9304
tr_img_06040,1999.0,1686.8,180.7,81.3,"人回",0.9379
tr_img_06040,913.2,1741.8,662.0,96.0,"静図市清水社会福祉会館",0.9673
tr_img_06040,1465.8,1734.0,396.0,100.0,"Heartpia清永]",0.9581
tr_img_06040,921.3,1871.3,620.0,114.7,"観光案内所",0.9949
tr_img_06040,1718.7,1845.8,562.7,143.3,"バス案内所",0.9884
tr_img_06040,782.8,2038.0,376.0,102.7,"弼光介留所",0.6881
tr_img_06040,1838.0,2006.5,141.3,72.0,"印人",0.8534
tr_img_06040,1593.2,2027.0,334.7,94.0,"巴士祠珣姚",0.7826
tr_img_06043,1090.3,629.7,222.0,88.7,"五丁目",0.8952
tr_img_06045,563.3,1098.7,482.7,138.7,"日本橋",0.7879
tr_img_06045,569.0,1266.7,471.3,136.0,"人刑形町",0.7235
tr_img_06045,573.0,1444.5,492.7,160.0,"一正目",0.5906
tr_img_06049,1138.3,414.5,136.7,393.3,"ト士",0.8811
tr_img_06044,1628.7,1040.5,1028.0,162.7,"平岸1条1丁目",0.7879
tr_img_06050,1098.7,1018.2,129.3,602.0,"五作町1",0.5752
tr_img_06048,907.0,1305.3,326.0,82.7,"エキパ",0.8590
tr_img_06048,1760.0,1505.0,590.7,90.0,"とパレシエ)",0.6902
tr_img_06048,1083.2,1509.5,749.3,100.0,"ショッビング街",0.9655
tr_img_06053,1250.0,1227.0,602.7,158.0,"一之橋北詰",0.9806
tr_img_06047,1589.0,1412.7,959.3,265.3,"ンンンリ",0.5178
tr_img_06047,1521.3,1632.0,522.7,100.0,"地海前名物",0.5956
tr_img_06047,1526.2,1825.0,382.7,120.7,"南1条店",0.9847
tr_img_06052,1385.3,1122.7,77.3,104.0,"や",0.9983
tr_img_06052,1378.7,1445.8,113.3,242.7,"ちよう",0.6107
tr_img_06058,1160.0,213.7,324.0,174.0,"日本橋",0.9983
tr_img_06058,1166.7,387.0,308.0,147.3,"小舟町",0.9104
tr_img_06055,987.0,184.7,394.0,120.0,"(幡山",0.8774
tr_img_06055,581.5,457.8,642.7,90.0,"当駅構内施設の階層図",0.9916
tr_img_06055,420.0,561.0,125.3,46.0,"案内所",0.8663
tr_img_06055,898.7,562.3,174.7,43.3,"エスカレ",0.9444
tr_img_06055,1021.0,559.8,108.7,45.3,"一ター",0.8689
tr_img_06055,474.7,645.0,240.0,46.0,"きつふつりば",0.9158
tr_img_06055,1352.3,640.0,196.7,52.0,"女子トイレ",0.9969
tr_img_06055,1342.0,728.0,169.3,53.3,"だれでも",0.9950
tr_img_06055,1467.0,724.3,122.0,46.0,"トイレ",0.9439
tr_img_06055,941.5,734.3,277.3,51.3,"コインロッカー",0.9350
tr_img_06055,1031.7,817.0,211.3,43.3,"自動体多式",0.8468
tr_img_06055,1206.0,820.0,180.0,53.3,"除細動器",0.9397
tr_img_06055,457.7,821.0,206.0,35.3,"エレベータ",0.9060
tr_img_06055,726.3,927.0,420.7,64.7,"現在地から地上までの",0.9958
tr_img_06055,735.3,976.7,428.0,50.7,"バリアフリー主要ルート",0.9113
tr_img_06055,1397.8,1104.3,178.7,52.7,"京王八垂子",0.9042
tr_img_06055,1455.2,1138.5,298.0,59.3,"高尾山店橋本面",0.8512
